"feature_id","unique_slug","title","category","subcategory","primary_user","secondary_user","real_world_problem","user_story","detailed_behavior","reason_users_value_it","reason_users_return","reason_it_is_different","safety_impact","accessibility_impact","privacy_impact","monetization_relationship","free_or_paid","platform_scope","swift_path","flutter_path","backend_tables","rpc_edge_function","storage_requirement","analytics_requirement","notification_requirement","moderation_requirement","legal_review_requirement","dependencies","estimated_effort","expected_impact","retention_score","safety_score","accessibility_score","growth_score","revenue_score","differentiation_score","complexity_score","risk_score","implementation_priority","implementation_status","verification_evidence","test_status","Mac_required","iPhone_required","manual_dashboard_required","reason_deferred","implementation_wave","evidence_checks"
"MORT-F-1520","ai-automation-duplicate-report-detection-explanation-confidence","Duplicate report detection explanation and confidence","AI assistance, automation, and intelligent safety","moderation","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For duplicate report detection, Opaque automated output can mislead users and staff.","As a all users, I want duplicate report detection explanation and confidence so I can get a trustworthy outcome without unsafe workarounds.","Shows why duplicate report detection was suggested, relevant uncertainty, and the fallback used.","It makes automation understandable. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","4","3","2","2","3","3","3","2","50","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1521","ai-automation-duplicate-report-detection-human-control-audit","Duplicate report detection human control and audit","AI assistance, automation, and intelligent safety","moderation","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For duplicate report detection, High-impact automation needs correction and accountability.","As a all users, I want duplicate report detection human control and audit so I can get a trustworthy outcome without unsafe workarounds.","Allows edit, reject, feedback, human review, minimal retention, and restricted audit for duplicate report detection.","It prevents automation from becoming final authority. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","5","2","3","3","3","3","2","3","56","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1522","ai-automation-suspicious-pattern-detection-assistive-suggestion","Suspicious pattern detection assistive suggestion","AI assistance, automation, and intelligent safety","abuse","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For suspicious pattern detection, Users need help but should not lose control to automation.","As a all users, I want suspicious pattern detection assistive suggestion so I can get a trustworthy outcome without unsafe workarounds.","Generates a bounded suspicious pattern detection suggestion through a server-mediated provider or rule fallback and requires confirmation.","It saves effort while preserving agency. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","high","5","4","4","3","2","5","2","3","75","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1523","ai-automation-suspicious-pattern-detection-explanation-confidence","Suspicious pattern detection explanation and confidence","AI assistance, automation, and intelligent safety","abuse","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For suspicious pattern detection, Opaque automated output can mislead users and staff.","As a all users, I want suspicious pattern detection explanation and confidence so I can get a trustworthy outcome without unsafe workarounds.","Shows why suspicious pattern detection was suggested, relevant uncertainty, and the fallback used.","It makes automation understandable. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","3","2","4","2","3","5","2","2","57","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1524","ai-automation-suspicious-pattern-detection-human-control-audit","Suspicious pattern detection human control and audit","AI assistance, automation, and intelligent safety","abuse","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For suspicious pattern detection, High-impact automation needs correction and accountability.","As a all users, I want suspicious pattern detection human control and audit so I can get a trustworthy outcome without unsafe workarounds.","Allows edit, reject, feedback, human review, minimal retention, and restricted audit for suspicious pattern detection.","It prevents automation from becoming final authority. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","high","4","3","4","4","3","4","2","3","67","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1525","ai-automation-moderation-prioritization-assistive-suggestion","Moderation prioritization assistive suggestion","AI assistance, automation, and intelligent safety","moderation","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For moderation prioritization, Users need help but should not lose control to automation.","As a all users, I want moderation prioritization assistive suggestion so I can get a trustworthy outcome without unsafe workarounds.","Generates a bounded moderation prioritization suggestion through a server-mediated provider or rule fallback and requires confirmation.","It saves effort while preserving agency. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","4","3","4","2","1","4","4","4","54","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1526","ai-automation-moderation-prioritization-explanation-confidence","Moderation prioritization explanation and confidence","AI assistance, automation, and intelligent safety","moderation","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For moderation prioritization, Opaque automated output can mislead users and staff.","As a all users, I want moderation prioritization explanation and confidence so I can get a trustworthy outcome without unsafe workarounds.","Shows why moderation prioritization was suggested, relevant uncertainty, and the fallback used.","It makes automation understandable. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","targeted","5","2","2","3","2","3","4","2","48","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1527","ai-automation-moderation-prioritization-human-control-audit","Moderation prioritization human control and audit","AI assistance, automation, and intelligent safety","moderation","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For moderation prioritization, High-impact automation needs correction and accountability.","As a all users, I want moderation prioritization human control and audit so I can get a trustworthy outcome without unsafe workarounds.","Allows edit, reject, feedback, human review, minimal retention, and restricted audit for moderation prioritization.","It prevents automation from becoming final authority. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","3","4","4","3","2","3","2","4","60","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1528","ai-automation-job-risk-explanation-assistive-suggestion","Job risk explanation assistive suggestion","AI assistance, automation, and intelligent safety","safety","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For job risk explanation, Users need help but should not lose control to automation.","As a all users, I want job risk explanation assistive suggestion so I can get a trustworthy outcome without unsafe workarounds.","Generates a bounded job risk explanation suggestion through a server-mediated provider or rule fallback and requires confirmation.","It saves effort while preserving agency. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","medium","5","3","3","4","3","3","2","2","64","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1529","ai-automation-job-risk-explanation-explanation-confidence","Job risk explanation explanation and confidence","AI assistance, automation, and intelligent safety","safety","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For job risk explanation, Opaque automated output can mislead users and staff.","As a all users, I want job risk explanation explanation and confidence so I can get a trustworthy outcome without unsafe workarounds.","Shows why job risk explanation was suggested, relevant uncertainty, and the fallback used.","It makes automation understandable. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","3","2","4","4","2","5","4","3","57","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1530","ai-automation-job-risk-explanation-human-control-audit","Job risk explanation human control and audit","AI assistance, automation, and intelligent safety","safety","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For job risk explanation, High-impact automation needs correction and accountability.","As a all users, I want job risk explanation human control and audit so I can get a trustworthy outcome without unsafe workarounds.","Allows edit, reject, feedback, human review, minimal retention, and restricted audit for job risk explanation.","It prevents automation from becoming final authority. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","3","3","4","2","3","4","3","2","57","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1531","ai-automation-plain-language-simplification-assistive-suggestion","Plain-language simplification assistive suggestion","AI assistance, automation, and intelligent safety","accessibility","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For plain-language simplification, Users need help but should not lose control to automation.","As a all users, I want plain-language simplification assistive suggestion so I can get a trustworthy outcome without unsafe workarounds.","Generates a bounded plain-language simplification suggestion through a server-mediated provider or rule fallback and requires confirmation.","It saves effort while preserving agency. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","L","medium","5","2","4","2","3","3","3","4","54","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1532","ai-automation-plain-language-simplification-explanation-confidence","Plain-language simplification explanation and confidence","AI assistance, automation, and intelligent safety","accessibility","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For plain-language simplification, Opaque automated output can mislead users and staff.","As a all users, I want plain-language simplification explanation and confidence so I can get a trustworthy outcome without unsafe workarounds.","Shows why plain-language simplification was suggested, relevant uncertainty, and the fallback used.","It makes automation understandable. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","4","3","2","3","1","5","4","3","54","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1533","ai-automation-plain-language-simplification-human-control-audit","Plain-language simplification human control and audit","AI assistance, automation, and intelligent safety","accessibility","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For plain-language simplification, High-impact automation needs correction and accountability.","As a all users, I want plain-language simplification human control and audit so I can get a trustworthy outcome without unsafe workarounds.","Allows edit, reject, feedback, human review, minimal retention, and restricted audit for plain-language simplification.","It prevents automation from becoming final authority. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","high","5","4","4","3","2","5","2","3","75","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1534","ai-automation-translation-assistance-assistive-suggestion","Translation assistance assistive suggestion","AI assistance, automation, and intelligent safety","localization","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For translation assistance, Users need help but should not lose control to automation.","As a all users, I want translation assistance assistive suggestion so I can get a trustworthy outcome without unsafe workarounds.","Generates a bounded translation assistance suggestion through a server-mediated provider or rule fallback and requires confirmation.","It saves effort while preserving agency. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","M","high","5","4","3","2","3","4","2","2","68","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
"MORT-F-1535","ai-automation-translation-assistance-explanation-confidence","Translation assistance explanation and confidence","AI assistance, automation, and intelligent safety","localization","all users","admin","Automation can reduce effort and surface risk, but opaque or client-keyed AI would create privacy and safety failures. For translation assistance, Opaque automated output can mislead users and staff.","As a all users, I want translation assistance explanation and confidence so I can get a trustworthy outcome without unsafe workarounds.","Shows why translation assistance was suggested, relevant uncertainty, and the fallback used.","It makes automation understandable. In MORT, that value is tied to a concrete, authorized local-work outcome.","Explainable assistance improves repeated work while users and staff retain control.","MORT adapts this capability for ages 13-17, local work, explainable trust, approximate-location privacy, optional Guardian Mode, and free safety controls.","Must preserve age, block, report, Safety Ping, prohibited-work, and account-restriction rules.","Requires semantic labels, responsive text, keyboard or focus support, non-color status, and accessible errors.","Collect only minimum data; keep exact teen location, private messages, evidence, and sensitive records nonpublic.","Core capability; optional perks cannot reduce safety, privacy, access, or fair opportunity.","free","shared SwiftUI + Flutter Web + Supabase where authority is required","not_started","not_started","design_required - additive schema only if persistence or authority is needed","design_required - checked RPC or Edge Function if client writes are unsafe","none identified","Privacy-preserving adoption and outcome metrics; exclude sensitive traits and exact teen location.","Only for time-sensitive user value and only with category preferences; otherwise none.","Human review and audit context required for flags or high-impact decisions.","Required before release for youth-work, jurisdiction, privacy, safety, or claims review; no compliance claim.","Authenticated profile; role authorization; loading, empty, error, success, and recovery states; shared safety policy.","XL","medium","3","4","3","2","1","5","4","4","56","accepted_roadmap","none - accepted roadmap capability only","not_started","true","true","false","Accepted roadmap item; not implemented in this pass. Requires dependency design and scoped safety/accessibility review.","Wave 3 - MORT differentiation","[]"
